STNCode|Name of Monitoring Location|State_Name|Temperature_Min|Temperature_Max|pH_Min|pH_Max|Conductivity_Min(μmhos/cm)|Conductivity_Max(μmhos/cm)|BOD_Min (mg/L)|BOD_Max (mg/L)|Nitrate N_Min (mg/L)|Nitrate N_Max (mg/L)|Faecal Coliform_Min (MPN/100ml)|Faecal Coliform_Max (MPN/100ml)|Total Coliform_Min (MPN/100ml)|Total Coliform_Max (MPN/100ml)|Total Dissolved Solids_Min (mg/L)|Total Dissolved Solids_Max (mg/L)|Fluoride_Min(mg/L)|Fluoride_Max(mg/L)|Arsenic_Min (mg/L)|Arsenic_Max (mg/L)
4217|TUBE WELL AT KANCHANPUR|TRIPURA|22|25|5.6|5.9|105|117|1|1|0.3|0.3|2|2|2|2|60|64|0.2|0.2|-|-
4203|TUBE WELL AT KARBOOK|TRIPURA|22.5|25.5|5.5|5.5|108|112|1|1|0.3|0.3|2|2|2|2|62|68|0.2|0.2|-|-
4214|TUBE WELL AT KHOWAI|TRIPURA|23.5|25.5|5.4|5.5|94|112|1|1|0.3|0.3|2|2|2|2|56|66|0.2|0.2|-|-
3431|TUBE WELL AT KULAI, DHALAI|TRIPURA|23|25|5.3|5.8|79|93|1|1|0.3|0.3|2|2|2|2|48|58|0.2|0.2|-|-
3434|TUBE WELL AT KUMARGHAT,INDUSTRIAL ESTATE AREA, NORTH TRIPURA|TRIPURA|22.5|25.5|6|6.4|95|124|1|1|0.3|0.3|2|2|2|2|52|72|0.2|0.2|-|-
4647|TUBE WELL AT MANUBAZAR|TRIPURA|23|26|6.5|6.9|96|102|1|1|0.3|0.3|2|2|2|2|54|58|0.2|0.2|-|-
4641|TUBE WELL AT MELAGHAR|TRIPURA|23|26|5.2|5.3|94|106|1|1|0.3|0.3|2|2|2|2|52|58|0.2|0.2|-|-
3424|TUBE WELL AT NAGICHERRA,WEST TRIPURA|TRIPURA|23|26|5.9|6.1|84|89|1|1|0.3|0.3|2|2|2|2|42|50|0.2|0.2|-|-
4189|TUBE WELL AT NANADANNAGAR|TRIPURA|23|26|5.7|5.8|91|95|1|1|0.3|0.3|2|2|2|2|48|56|0.2|0.2|-|-
4218|TUBE WELL AT PANISAGAR|TRIPURA|22|25|5.7|5.7|91|95|1|1|0.3|0.3|2|2|2|2|48|54|0.2|0.2|-|-
4653|TUBE WELL AT PECHARTHAL|TRIPURA|23|25.5|5.9|6.2|108|112|1|1|0.3|0.3|2|2|2|2|50|56|0.2|0.2|-|-
4637|TUBE WELL AT RAJNAGAR|TRIPURA|23|26|6.3|6.5|91|94|1|1|0.3|0.3|2|2|2|2|50|52|0.2|0.2|-|-
4639|TUBE WELL AT RANIRBAZAR|TRIPURA|23|26|6.7|6.7|93|101|1|1|0.3|0.3|2|2|2|2|50|58|0.2|0.2|-|-
4207|TUBE WELL AT SABROOM|TRIPURA|23|26.5|5.5|5.6|106|108|1|1|0.3|0.3|2|2|2|2|54|56|0.2|0.2|-|-
3427|TUBE WELL AT SHANTIR BAZAR,SOUTH TRIPURA|TRIPURA|23|26|6.1|6.4|72|84|1|1|0.3|0.3|2|2|2|2|42|50|0.2|0.2|-|-
4201|TUBE WELL AT SONAMURA|TRIPURA|23|26|5.6|5.8|107|117|1|1|0.3|0.37|2|2|2|2|58|66|0.2|0.2|-|-
4191|TUBE WELL AT SURYAMONINAGAR|TRIPURA|23|26|5.8|5.9|93|100|1|1|0.3|0.3|2|2|2|2|56|56|0.2|0.2|-|-
4213|TUBE WELL AT TELIAMURA|TRIPURA|23|25.5|5.6|5.6|88|95|1|1|0.3|0.3|2|2|2|2|50|54|0.2|0.2|-|-
4652|TUBE WELL AT TELIAMURAMARKET|TRIPURA|23|26|6|6.2|108|115|1|1|0.3|0.3|2|2|2|2|60|64|0.2|0.2|-|-
1406|WELL AROUND UDAIPUR(TUBEWELL), TRIPURA|TRIPURA|23|27|5.5|5.8|106|122|1|1|0.3|0.3|2|2|2|2|62|72|0.2|0.2|-|-
1405|WELL AT UDAIPUR (TUBEWELL),TRIPURA|TRIPURA|23|27|5.7|6|97|112|1|1|0.3|0.3|2|2|2|2|58|72|0.2|0.2|-|-
2470|AT INDUSTRIAL AREA, FATEHPUR|UTTAR PRADESH|25.3|25.6|7.1|7.2|1920|1983|1|1|1.1|1.1|2|2|2|2|183|212|0.3|0.4|-|-
2469|AT INDUSTRIAL AREA. NAINI,ALLAHABAD|UTTAR PRADESH|25.3|25.4|7.2|7.3|1193|1222|1|1|0.85|0.9|2|2|2|2|251|263|0.4|0.4|-|-
2468|BHADOHI INDUSTRIAL AREA, DEVELOPMENT AUTHORITY,SANT RAVIDAS NAGAR|UTTAR PRADESH|23.5|26.5|7.7|7.8|492|540|-|-|-|-|-|-|-|-|295|318|-|-|-|-
2467|CHANDPUR INDUSTRIAL AREA,LAHARTARA, VARANASI|UTTAR PRADESH|24|25|7.8|7.8|486|612|-|-|-|-|-|-|-|-|284|354|-|-|-|-
1756|GOPIGANJ INDUSTRIAL AREABHADOHI, VARANASI, U.P|UTTAR PRADESH|23.5|27|7.7|7.8|450|528|-|-|-|-|-|-|-|-|270|312|-|-|-|-
1758|GROUND AROUND STPDINAPUR, VARANASI, U.P|UTTAR PRADESH|24|25.5|7.6|7.7|468|508|-|-|-|-|-|-|-|-|254|280|-|-|-|-
1754|HAPUR ROAD INDUSTRIAL AREAGHAZIABAD, U.P|UTTAR PRADESH|21|22|7.1|7.5|710|710|1|1|0.3|0.31|2|2|2|2|295|420|0.2|0.2|-|-
1759|IFFCO, PHOOLPUR, ALLAHABAD,U.P|UTTAR PRADESH|25.2|25.4|7.1|7.2|1092|1188|1|1|0.89|0.9|2|2|2|2|236|241|0.4|0.4|-|-
1747|INDIA MARKA HAND PUMP INSAROWNI BLOCK AT RAIBAREILLY, U.P|UTTAR PRADESH|17|18|7.9|8.4|891|977|-|-|-|-|2|2|2|2|488|682|0.9|1.5|-|-
2475|INDUSTRIAL AREA, SULTANPUR ROAD|UTTAR PRADESH|18|18|7.9|8.1|811|1028|-|-|-|-|2|2|2|2|628|802|0.7|0.7|-|-
1760|M/S KANORIA CHEMICALSONBHADRA, U.P|UTTAR PRADESH|-|-|8|8|2600|2600|-|-|-|-|-|-|-|-|1306|1306|-|-|-|-
1753|MEERUT ROAD INDUSTRIALAREA GHAZIABAD, U.P|UTTAR PRADESH|21|23|7.3|7.4|548|1150|1|1|0.3|0.3|2|2|2|2|320|755|0.2|0.2|-|-
1757|MIRZAPUR INDUSTRIAL AREA,U.P|UTTAR PRADESH|-|-|7.3|7.3|694|694|-|-|-|-|-|-|346|346|345|345|-|-|-|-
1746|NAGAR PALIKA TUBE WELL, SULTANPUR, U.P|UTTAR PRADESH|16|19|8|8|751|801|-|-|-|-|2|2|2|2|488|528|0.6|0.7|-|-
2477|NEAR ARYA KANYA INTERCOLLEGE. JALAUN|UTTAR PRADESH|23|23|7.5|7.5|948|948|-|-|-|-|-|-|-|-|568|568|-|-|-|-
2479|NEAR M/S KUMAR INTER NATIONAL LAKDI FAZALPUR,DELHI ROAD, MORADABAD|UTTAR PRADESH|23|25|7.4|7.5|420|470|1|1|0.3|0.3|2|2|31|34|250|280|0.2|0.3|-|-
2481|NEAR PEER BEGRAJ INDSTRIALAREA, MUZAFFARNAGAR|UTTAR PRADESH|21.5|21.5|7.4|7.6|460|465|-|-|-|-|-|-|-|-|302|395|-|-|-|-
1755|PILKHUA INDUSTRIAL AREAGHAZIABAD, U.P|UTTAR PRADESH|21|22|7.2|7.2|1315|1445|1|1|0.3|0.3|2|2|2|2|752|920|0.2|0.2|-|-
1752|SAHIBABAD INDUSTRIAL AREA,GHAZIABAD, U.P|UTTAR PRADESH|21|24|7|7.2|2052|2120|1|1.2|0.3|0.4|2|2|2|2|924|1460|0.2|0.2|-|-
1751|TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA, MORADABAD,U.P|UTTAR PRADESH|-|-|7.4|7.4|742|742|1|1|0.3|0.3|2|2|24|24|464|464|0.4|0.4|-|-
1761|TUBE WELL IN SINGRAULIINDUSTRIAL AREA, U.P|UTTAR PRADESH|-|-|7.4|7.4|186|186|-|-|-|-|-|-|-|-|94|94|-|-|-|-
2474|UNCHAHAAR (NEAR THERMALPOWER PLANT)|UTTAR PRADESH|18|20|7.8|7.9|801|921|-|-|-|-|2|2|2|2|562|602|0.7|0.8|-|-
3452|GROUND WATER AT BHAGWANINDUSTRIAL AREA- 1|UTTARAKHAND|18|18|7.9|7.9|420|420|1|1|2.6|2.6|2|2|2|2|260|260|0.2|0.2|0.001|0.001
3453|GROUND WATER AT BHAGWAN INDUSTRIAL AREA- 2, SIKANDERPUR, LAKHESWARI,ROORKEE, HARIDWAR|UTTARAKHAND|19|21|7.4|8.4|217|1064|1|1|0.3|3.6|2|2|2|2|138|674|0.2|0.4|0.001|0.001
3448|GROUND WATER AT KASHIPUR BAJPUR ROAD- 1|UTTARAKHAND|30|30|7.2|7.2|320|320|6|6|0.3|0.3|-|-|-|-|218|218|0.5|0.5|0.001|0.001
3449|GROUND WATER AT KASHIPURBAJPUR ROAD- 2|UTTARAKHAND|25|30|7.2|7.7|294|370|2.1|2.2|0.6|0.6|-|-|-|-|188|256|0.5|0.5|0.001|0.001
3446|GROUND WATER AT KASHIPURMORADABAD ROAD- 1|UTTARAKHAND|23|28|7.3|7.5|320|400|1.3|1.6|0.3|0.3|-|-|-|-|218|225|0.5|0.5|0.001|0.001
3447|GROUND WATER AT KASHIPURMORADABAD ROAD- 2|UTTARAKHAND|21|28|7.2|7.4|354|370|1.5|2.2|0.6|0.6|-|-|-|-|215|256|0.5|0.5|0.001|0.001
3442|GROUND WATER AT PANTNAGAR INDUSTRIAL AREA-1|UTTARAKHAND|24|32|7|7.7|278|320|1.8|2|0.3|0.3|-|-|-|-|169|206|0.8|0.8|0.001|0.001
3443|GROUND WATER AT PANTNAGAR INDUSTRIAL AREA-2|UTTARAKHAND|24|32|7.4|7.6|280|293|2.2|2.2|0.3|0.3|-|-|-|-|191|196|0.8|0.8|0.001|0.001
3454|GROUND WATER AT ROORKEE INDUSTRIAL AREA- 1, CHCBHAGWANPUR,HARIDWAR|UTTARAKHAND|19|22|7.9|8.3|297|849|1|1|0.3|5.7|2|2|2|2|190|525|0.2|0.2|0.001|0.001
3455|GROUND WATER AT ROORKEEINDUSTRIAL AREA- 2, SUNEHRA|UTTARAKHAND|20|20|7.5|7.5|286|286|1|1|0.3|0.3|-|-|-|-|183|183|0.2|0.2|0.001|0.001
3444|GROUND WATER AT SANTIPURIKICHHA- 1|UTTARAKHAND|23|32|7.1|7.5|326|330|2.4|2.7|0.3|0.3|-|-|-|-|137|227|0.4|0.4|0.001|0.001
3445|GROUND WATER AT SANTIPURIKICHHA- 2|UTTARAKHAND|23|32|7|7.3|276|360|1.8|2|0.3|0.3|-|-|-|-|184|235|0.6|0.6|0.001|0.001
3456|GROUND WATER AT SELAQUIINDUSTRIAL AREA- 1, DEHRADUN|UTTARAKHAND|19|19|6.1|6.7|149|250|1|1|0.3|0.3|2|2|2|2|91|160|0.5|0.5|0.001|0.001
3457|GROUND WATER AT SELAQUIINDUSTRIAL AREA- 2, DEHRADUN|UTTARAKHAND|19|20|6|7.3|196|283|1|1|0.3|0.3|2|2|2|2|130|183|0.4|0.4|0.001|0.001
3450|GROUND WATER AT SIDCUL INDUSTRIAL AREA- 1, ROSHANABAD COLLECTORATE,HARIDWAR|UTTARAKHAND|19|21|6.9|7.6|219|937|1|1|0.3|2.1|2|2|2|2|599|599|0.2|0.2|0.001|0.001
3451|GROUND WATER AT SIDCUL INDUSTRIAL AREA- 2, SALEEMPURCHOWK,ROORKEE,HARIDWAR|UTTARAKHAND|20|20|7.5|7.6|374|695|1|1|0.3|3.8|2|2|2|2|239|430|0.2|0.2|0.001|0.001
3440|GROUND WATER AT SITAR GANJINDUSTRIAL AREA- 1|UTTARAKHAND|23|28|7.2|7.5|400|547|2.6|3.5|0.3|0.3|2|2|2|2|216|270|0.6|0.6|0.001|0.001
3441|GROUND WATER AT SITAR GANJ INDUSTRIAL AREA- 2|UTTARAKHAND|23|28|7.1|7.2|410|529|3.2|3.8|0.3|0.3|2|2|2|2|208|272|0.7|0.7|0.001|0.001
1748|HANDPUMP IN VILLAGEDAMAUDA AT KASHIPUR NEAR M/S INDIA GLYCOLES LTD.|UTTARAKHAND|24|30|7.8|8|228|320|1.3|2.4|0.3|0.3|2|2|2|2|129|210|0.4|0.4|0.001|0.001
2547|AMTOLA ON DIAMONDHARBOUR ROAD, 24 PARGANAS (S)|WEST BENGAL|28|30|7.4|7.5|1050|7356|1|1|0.3|1.2|2|2|5|5|554|6070|0.3|0.6|0.001|0.001
1939|BARRAKPORE MUNICIPALITY|WEST BENGAL|30|31|7.7|8|381|470|1|1|0.3|0.5|2|2|2|2|238|248|0.6|0.9|0.001|0.001
1772|BARSAT MUNICIPALITY NORTH 24-P, WEST BENGAL|WEST BENGAL|27|32|7.1|8|408|856|1|1|0.3|0.3|2|4|2|5|244|530|0.3|0.4|0.001|0.001
1777|BEHALA CALCUTTA, WEST BENGAL|WEST BENGAL|29|30|7.1|7.6|916|1769|1|1|0.3|0.3|2|2|2|4|736|824|0.3|0.4|0.001|0.001
2537|BOLPUR NEAR RAILWAYSTATION|WEST BENGAL|29|30|6.9|7.9|244|614|1|1|0.38|0.4|2|2|2|2|194|500|0.2|0.6|0.001|0.001
1938|BSIRHAT MUNICIPALITY|WEST BENGAL|27|32|8.1|8.4|1580|1881|1|1|0.3|0.3|7|9|9|10|900|934|0.3|0.4|0.001|0.015
1934|CENTRAL HOWRAH-RESIDENTAILAREA|WEST BENGAL|29|30|7|7.5|1958|3009|1|1|0.3|0.3|2|2|2|2|1374|1566|0.4|0.5|0.001|0.001
1932|CENTRAL KOLKATA|WEST BENGAL|30|30|7.4|7.8|482|627|1|1|0.3|0.3|2|2|2|2|242|316|0.5|0.6|0.001|0.001
1931|COSSIPORE - NORTH KOLKATA|WEST BENGAL|29|30|7.1|7.5|2298|2859|1|1|0.3|0.3|2|2|2|13|1956|2048|0.2|0.3|0.001|0.001
1779|DANKUNI (NEAR COALCOMPLEX), WEST BENGAL|WEST BENGAL|26|29|7.5|7.5|1137|9678|1|1|0.3|0.7|2|2|2|2|554|662|0.7|1|0.001|0.012
1775|DHAPA CALCUTTA, WESTBENGAL|WEST BENGAL|28|31|7.1|7.1|1462|1650|1|1|0.3|0.3|2|2|2|2|1146|1216|0.3|0.3|0.001|0.001
1778|DOMJUR HOWRAH, WESTBENGAL|WEST BENGAL|29|30|7.2|7.8|634|878|1|1|0.31|0.7|2|2|2|2|434|554|0.3|0.3|0.001|0.001
1768|DURGAPUR TOWN, BURDWAN,WEST BENGAL|WEST BENGAL|30|32|7|7.7|576|760|1|1|0.3|0.3|2|2|2|8|264|362|0.2|1.2|0.001|0.001
1767|DURGAPUR TOWN, NEAR IISCO,BURDWAN, WEST BENGAL|WEST BENGAL|26|28|7.9|7.9|743|753|1|1|0.3|0.3|2|2|2|2|366|526|0.4|0.5|0.001|0.001
2542|DWARIKA AT BISHNUPUR TOWN|WEST BENGAL|27|30|6.7|7.7|652|739|1|1|0.42|0.49|2|2|2|2|368|368|0.3|1.1|0.001|0.001
1945|ENGLISH BAZAR- MALDAH|WEST BENGAL|25|32|7.3|7.4|1135|1398|1|1|0.3|1.08|2|2|2|2|730|820|0.7|0.9|0.001|0.013
2526|FULBARI BARRAGE|WEST BENGAL|25|25|7.2|7.2|175|175|1|1|0.3|0.3|2|2|2|2|14|14|0.2|0.2|-|-
1776|GARIA CALCUTTA, WEST BENGAL|WEST BENGAL|29|29|7.5|7.7|718|912|1|1|0.3|0.44|2|2|2|2|406|498|0.6|0.7|0.001|0.001
4730|GROUND WATER (DUGWELL) ATHARISHPAL MORE|WEST BENGAL|29|29|7.8|7.8|612|612|1|1|0.3|0.3|2|2|2|2|168|168|0.2|0.2|0.001|0.001
4714|GROUND WATER AT ANGADPURANGADPUR DURGAPUR|WEST BENGAL|30|32|7|8.1|589|738|1|1|0.3|0.3|2|2|4|5|314|390|0.2|1.5|0.008|0.008
4708|GROUND WATER AT BERHAMPORE|WEST BENGAL|27|28|7.3|7.4|929|938|1|1|0.3|0.3|7|9|8|12|514|636|0.5|0.5|0.001|0.023
4709|GROUND WATER AT CHINSURA|WEST BENGAL|28|30|8|8|428|3482|1|1|0.3|0.3|2|2|2|2|230|232|0.3|0.6|0.001|0.001
4716|GROUND WATER AT HURALALPUR, PURULIA|WEST BENGAL|27|29|7.4|8.1|622|683|1|1|0.34|0.46|2|2|2|2|388|592|0.4|0.5|0.001|0.001
4706|GROUND WATER AT KHARDAH|WEST BENGAL|29|29|7.9|7.9|1248|1248|1|1|0.3|0.3|2|2|2|2|624|624|0.8|0.8|0.009|0.009
4721|GROUND WATER AT MATIGARABAZAAR|WEST BENGAL|23|28|7.4|7.6|61|78|1|1|0.3|0.41|2|2|2|2|36|42|0.2|0.2|0.001|0.001
4715|GROUND WATER ATMUCHIPARA DURGAPUR|WEST BENGAL|29|31|6.3|7.5|205|229|1|1|0.3|0.3|2|2|2|2|134|138|0.2|0.6|0.001|0.001
4707|GROUND WATER AT NAIHATI|WEST BENGAL|28|28|7.7|8.1|248|419|1|1|0.3|0.32|2|2|2|2|170|208|0.3|0.4|0.001|0.001
4737|GROUND WATER AT SHYAMPURBUDGE BUDGE|WEST BENGAL|27|29|7.4|7.5|691|4213|1|1|0.5|1.2|2|2|2|2|572|2858|0.2|0.5|0.001|0.001
4726|GROUND WATER MIRIKDUGWELL|WEST BENGAL|12|18|7.4|7.4|123|141|1|1|0.3|0.3|2|2|2|2|54|68|0.2|0.2|0.001|0.001
2545|GROUND WATER POINT ATPURULIA RK MISSION|WEST BENGAL|27|28|7.4|7.5|434|1196|1|1|0.3|0.51|2|2|2|2|316|788|0.2|0.5|0.012|0.012
2528|GROUND WATER POINT INSIDE BURDWAN UNIVERSITY|WEST BENGAL|29|29|6.9|8.3|320|727|1|1|0.3|0.37|2|2|2|2|128|470|0.2|0.9|0.001|0.001
2529|GROUND WATER POINT NEARBURDWAN STATION|WEST BENGAL|28|29|6.6|7.8|910|1299|1|1|0.3|0.39|2|2|2|2|490|884|0.2|1|0.01|0.01
4732|GROUNDWATER AT ANANDA MOHAN COMMERCE COLLEGE|WEST BENGAL|26|26|7.7|7.7|194|194|1|1|0.3|0.3|2|2|2|2|92|92|0.3|0.3|-|-
4733|GROUNDWATER AT SUKNAFOREST RANGE|WEST BENGAL|20|28|7.1|7.4|125|224|1|1|0.3|0.3|2|2|2|2|72|98|0.2|0.2|0.001|0.001
4731|GROUNDWATER AT UTTARBANGA KRISHIVISHWAVIDYALAYA|WEST BENGAL|26|27|7.6|7.6|210|259|1|1|0.3|0.52|2|2|2|2|98|182|0.2|0.2|0.001|0.001
2548|HIDCO OFFICE, RAJARHAT|WEST BENGAL|26|30|7.4|7.5|253|1264|1|1.2|0.51|1.1|2|4|23|33|100|778|0.3|0.3|0.001|0.001
2530|HOT SPRING AT BAKRESHWAR|WEST BENGAL|61|67|9.1|9.1|487|523|1|1|0.3|0.3|2|2|2|2|308|394|11.4|15.8|0.009|0.009
1935|INSIDE KOLKATA LEATHERCOMPLEX|WEST BENGAL|30|31|7|7.2|1299|1325|1|1|0.3|0.3|2|2|22|23|882|936|0.3|0.4|0.001|0.001
1771|KALYANI INDUSTRIAL AREA,NADIA, WEST BENGAL|WEST BENGAL|27|28|7.4|7.9|979|1400|1|1|0.3|0.3|2|2|2|2|466|982|0.3|0.3|0.001|0.023
1766|MINE PIT WATER ASSANSOL, WEST BENGAL|WEST BENGAL|28|29|8.3|8.4|550|594|1|1|0.3|0.3|2|2|2|2|324|454|0.2|0.6|0.001|0.001
2538|MOREGRAM CROSSING|WEST BENGAL|29|29|7.3|8|217|546|1|1|0.3|0.46|2|2|2|2|146|322|0.3|1|0.001|0.001
2536|NALHATI RAILWAY STATION OF BIRBHUM|WEST BENGAL|28|30|7.7|8.2|684|729|1|1|0.33|0.36|2|4|2|8|422|544|0.2|1|0.001|0.001
1941|NEAR FLY ASH DUMPING SITE- KUNTIGHAT, BANDEL|WEST BENGAL|27|28|7.5|7.8|442|4080|1|1|0.3|0.3|2|2|2|2|244|278|0.2|0.3|0.001|0.001
1933|NEAR GALVANISATION UNIT,HOWRAH|WEST BENGAL|28|29|7.1|7.5|1127|1593|1|1|0.3|0.35|2|2|2|11|798|812|0.4|0.4|0.001|0.001
1940|NEAR THE PHOSPHATECOMPANY-RISHRA|WEST BENGAL|29|29|7.6|7.9|871|6464|1|1|0.3|0.6|2|2|2|2|340|482|0.6|1|0.001|0.001
1937|RAJARHAT - NEW TOWNSHIP|WEST BENGAL|30|30|7.6|7.9|364|1769|1|1|0.3|0.4|2|2|2|2|38|1012|0.3|0.5|0.001|0.001
1936|RESIDENTIAL AREA - SONARPUR|WEST BENGAL|28|32|7.1|7.5|790|1447|1|1|0.3|0.3|2|2|2|2|462|726|0.2|0.4|0.001|0.001
1813|RISHRA, WEST BENGAL|WEST BENGAL|28|30|7.8|7.8|470|2800|1|1|0.3|0.38|2|2|2|2|224|252|0.6|0.8|0.001|0.001
2540|SATI GHAT AT BANKURA TOWN|WEST BENGAL|27|28|7.7|8|951|969|1|1|0.3|0.3|2|2|2|2|582|730|0.9|1|0.012|0.012
2543|SDO OFFICE AT BISHNUPURTOWN|WEST BENGAL|26|29|6.9|7.2|168|270|1|1|0.48|0.48|2|2|2|2|112|158|0.5|0.5|0.001|0.001
2516|SDO OFFICE, KRISHNANAGAR|WEST BENGAL|26|26|7.4|8.1|736|772|1|1|0.3|0.3|2|2|2|2|410|428|0.3|0.4|0.001|0.001
2515|SDO OFFICE, RANAGHAT|WEST BENGAL|26|27|7.2|7.5|593|816|1|1|0.3|0.3|2|2|2|2|342|552|0.2|0.3|0.001|0.001
2533|SURI TOWN NEAR BUS STAND|WEST BENGAL|27|30|7.2|7.9|358|651|1|1|0.3|0.3|2|2|5|6|332|640|0.5|0.6|0.001|0.001
1773|TANGRA, CALCUTTA , WESTBENGAL|WEST BENGAL|28|31|7.3|7.4|1435|1730|1|1|0.3|0.3|5|7|14|23|1358|1500|0.3|0.3|0.001|0.001
1774|TOPSIA CALCUTTA, WESTBENGAL|WEST BENGAL|29|31|7.3|7.3|1705|1921|1|1|0.3|0.3|13|23|27|79|926|1470|0.2|0.3|0.001|0.001
2546|ULUBERIA COLLEGE AT HOWRAH|WEST BENGAL|26|30|7.2|7.6|909|1090|1|1|0.3|0.8|2|2|2|2|478|478|0.2|0.3|0.001|0.001
2535|VISVA BHARATI|WEST BENGAL|30|31|7.9|8.2|370|437|1|1|0.3|0.31|2|2|2|2|154|254|0.3|0.9|0.001|0.001
Note: - Above data is as per the information provided by the SPCBs/PCCs through EWQDES Portal. Further clarifications, if any may please be obtained fromrespective SPCB/PCC|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
BDL Values of Parameters: - pH – (2.0), Conductivity (µmhos/cm) – (5), BOD (mg/L) – (1), Nitrate-N(mg/l) – (0.32) & Fecal Coliform & Total Coli form (MPN/100ml) –(1.8), Total Dissolved Solids (mg/L)-(10), Fluoride (mg/L)-(0.2) &  Arsenic (mg/L)- (0.01)|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
